mileage_google_review_grouped_engine_family,,,,,,,,,,,,,,,,,,,
make,model,fuel,transmission,transmissionSubtype,engineFamily,count,sampleVariants,googleQuery1,googleQuery2,googleQuery3,googleQuery4,googleQuery5,evidenceValue,evidenceBasis,sourceName,sourceUrl,decision,note,variantProfileKeys
Land,Rover Discovery Sport,Diesel,Automatic,AT,201bhp_430nm_diesel,1,Land Rover Discovery Sport Dynamic SE Diesel,"""Land Rover Discovery Sport"" Diesel AT ARAI mileage","""Land Rover Discovery Sport"" 201bhp 430nm diesel claimed mileage kmpl","""Land Rover Discovery Sport"" Diesel AT brochure mileage","""Land Rover Discovery Sport"" Diesel AT site:v3cars.com mileage","""Land Rover Discovery Sport"" Diesel AT site:carwale.com mileage",,,,,,,land_rover-discovery-sport__dynamic-se-diesel__diesel_automatic
Land,Rover Discovery Sport,Petrol,Automatic,AT,247bhp_365nm,1,Land Rover Discovery Sport Dynamic SE,"""Land Rover Discovery Sport"" Petrol AT ARAI mileage","""Land Rover Discovery Sport"" 247bhp 365nm claimed mileage kmpl","""Land Rover Discovery Sport"" Petrol AT brochure mileage","""Land Rover Discovery Sport"" Petrol AT site:v3cars.com mileage","""Land Rover Discovery Sport"" Petrol AT site:carwale.com mileage",,,,,,,land_rover-discovery-sport__dynamic-se__petrol_automatic
Land Rover,Defender,Petrol,Automatic,AT,296.3bhp_400nm_petrol_0l,1,Land Rover Defender 2.0 l Petrol 110 X-Dynamic HSE,"""Land Rover Defender"" Petrol AT ARAI mileage","""Land Rover Defender"" 296.3bhp 400nm petrol 0l claimed mileage kmpl","""Land Rover Defender"" Petrol AT brochure mileage","""Land Rover Defender"" Petrol AT site:v3cars.com mileage","""Land Rover Defender"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_defender__2-0-l-petrol-110-x-dynamic-hse__petrol_automatic
Land Rover,Range Rover,Diesel,Automatic,AT,346bhp_700nm_diesel,1,Land Rover Range Rover 3.0 I Diesel LWB HSE,"""Land Rover Range Rover"" Diesel AT ARAI mileage","""Land Rover Range Rover"" 346bhp 700nm diesel claimed mileage kmpl","""Land Rover Range Rover"" Diesel AT brochure mileage","""Land Rover Range Rover"" Diesel AT site:v3cars.com mileage","""Land Rover Range Rover"" Diesel AT site:carwale.com mileage",,,,,,,land-rover_range-rover__3-0-i-diesel-lwb-hse__diesel_automatic
Land Rover,Range Rover,Petrol,Automatic,AT,394bhp_550nm,1,Land Rover Range Rover 3.0 I LWB Autobiography,"""Land Rover Range Rover"" Petrol AT ARAI mileage","""Land Rover Range Rover"" 394bhp 550nm claimed mileage kmpl","""Land Rover Range Rover"" Petrol AT brochure mileage","""Land Rover Range Rover"" Petrol AT site:v3cars.com mileage","""Land Rover Range Rover"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_range-rover__3-0-i-lwb-autobiography__petrol_automatic
Land Rover,Range Rover,Diesel,Automatic,AT,394bhp_700nm_diesel_0l,1,Land Rover Range Rover 3.0 l Diesel LWB SV,"""Land Rover Range Rover"" Diesel AT ARAI mileage","""Land Rover Range Rover"" 394bhp 700nm diesel 0l claimed mileage kmpl","""Land Rover Range Rover"" Diesel AT brochure mileage","""Land Rover Range Rover"" Diesel AT site:v3cars.com mileage","""Land Rover Range Rover"" Diesel AT site:carwale.com mileage",,,,,,,land-rover_range-rover__3-0-l-diesel-lwb-sv__diesel_automatic
Land Rover,Range Rover,Petrol,Automatic,AT,606bhp_750nm_petrol_4l,1,Land Rover Range Rover 4.4 l Petrol LWB SV,"""Land Rover Range Rover"" Petrol AT ARAI mileage","""Land Rover Range Rover"" 606bhp 750nm petrol 4l claimed mileage kmpl","""Land Rover Range Rover"" Petrol AT brochure mileage","""Land Rover Range Rover"" Petrol AT site:v3cars.com mileage","""Land Rover Range Rover"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_range-rover__4-4-l-petrol-lwb-sv__petrol_automatic
Land Rover,Range Rover Evoque,Diesel,Automatic,AT,201bhp_430nm_diesel,1,Land Rover Range Rover Evoque Autobiography Diesel,"""Land Rover Range Rover Evoque"" Diesel AT ARAI mileage","""Land Rover Range Rover Evoque"" 201bhp 430nm diesel claimed mileage kmpl","""Land Rover Range Rover Evoque"" Diesel AT brochure mileage","""Land Rover Range Rover Evoque"" Diesel AT site:v3cars.com mileage","""Land Rover Range Rover Evoque"" Diesel AT site:carwale.com mileage",,,,,,,land-rover_range-rover-evoque__autobiography-diesel__diesel_automatic
Land Rover,Range Rover Sport,Diesel,Automatic,AT,345.98bhp_700nm_diesel_0l,1,Land Rover Range Rover Sport 3.0 l Diesel Dynamic HSE,"""Land Rover Range Rover Sport"" Diesel AT ARAI mileage","""Land Rover Range Rover Sport"" 345.98bhp 700nm diesel 0l claimed mileage kmpl","""Land Rover Range Rover Sport"" Diesel AT brochure mileage","""Land Rover Range Rover Sport"" Diesel AT site:v3cars.com mileage","""Land Rover Range Rover Sport"" Diesel AT site:carwale.com mileage",,,,,,,land-rover_range-rover-sport__3-0-l-diesel-dynamic-hse__diesel_automatic
Land Rover,Range Rover Sport,Petrol,Automatic,AT,345.98bhp_700nm_petrol_0l,1,Land Rover Range Rover Sport 3.0 l Petrol Dynamic HSE,"""Land Rover Range Rover Sport"" Petrol AT ARAI mileage","""Land Rover Range Rover Sport"" 345.98bhp 700nm petrol 0l claimed mileage kmpl","""Land Rover Range Rover Sport"" Petrol AT brochure mileage","""Land Rover Range Rover Sport"" Petrol AT site:v3cars.com mileage","""Land Rover Range Rover Sport"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_range-rover-sport__3-0-l-petrol-dynamic-hse__petrol_automatic
Land Rover,Range Rover Sport,Diesel,Automatic,AT,346bhp_700nm_diesel_0l,1,Land Rover Range Rover Sport 3.0l Autobiography Diesel,"""Land Rover Range Rover Sport"" Diesel AT ARAI mileage","""Land Rover Range Rover Sport"" 346bhp 700nm diesel 0l claimed mileage kmpl","""Land Rover Range Rover Sport"" Diesel AT brochure mileage","""Land Rover Range Rover Sport"" Diesel AT site:v3cars.com mileage","""Land Rover Range Rover Sport"" Diesel AT site:carwale.com mileage",,,,,,,land-rover_range-rover-sport__3-0l-autobiography-diesel__diesel_automatic
Land Rover,Range Rover Sport,Petrol,Automatic,AT,394bhp_550nm_petrol_0l,1,Land Rover Range Rover Sport 3.0l Autobiography Petrol,"""Land Rover Range Rover Sport"" Petrol AT ARAI mileage","""Land Rover Range Rover Sport"" 394bhp 550nm petrol 0l claimed mileage kmpl","""Land Rover Range Rover Sport"" Petrol AT brochure mileage","""Land Rover Range Rover Sport"" Petrol AT site:v3cars.com mileage","""Land Rover Range Rover Sport"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_range-rover-sport__3-0l-autobiography-petrol__petrol_automatic
Land Rover,Range Rover Sport,Petrol,Automatic,AT,453.26bhp_660nm_0l,1,Land Rover Range Rover Sport 3.0 l PHEV Autobiography,"""Land Rover Range Rover Sport"" Petrol AT ARAI mileage","""Land Rover Range Rover Sport"" 453.26bhp 660nm 0l claimed mileage kmpl","""Land Rover Range Rover Sport"" Petrol AT brochure mileage","""Land Rover Range Rover Sport"" Petrol AT site:v3cars.com mileage","""Land Rover Range Rover Sport"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_range-rover-sport__3-0-l-phev-autobiography__petrol_automatic
Lexus,Rx,Petrol,Automatic,AT,190.42bhp_242nm,1,Lexus Rx 350h Luxury Lexus Premium System,"""Lexus Rx"" Petrol AT ARAI mileage","""Lexus Rx"" 190.42bhp 242nm claimed mileage kmpl","""Lexus Rx"" Petrol AT brochure mileage","""Lexus Rx"" Petrol AT site:v3cars.com mileage","""Lexus Rx"" Petrol AT site:carwale.com mileage",,,,,,,lexus_rx__350h-luxury-lexus-premium-system__petrol_automatic
Lexus,Rx,Petrol,Automatic,AT,268bhp_460nm,1,Lexus Rx 500h F SPORT Lexus Premium System,"""Lexus Rx"" Petrol AT ARAI mileage","""Lexus Rx"" 268bhp 460nm claimed mileage kmpl","""Lexus Rx"" Petrol AT brochure mileage","""Lexus Rx"" Petrol AT site:v3cars.com mileage","""Lexus Rx"" Petrol AT site:carwale.com mileage",,,,,,,lexus_rx__500h-f-sport-lexus-premium-system__petrol_automatic
Lotus,Emira,Petrol,Automatic,AT,400bhp_480nm_turbo,1,Lotus Emira Turbo SE,"""Lotus Emira"" Petrol AT ARAI mileage","""Lotus Emira"" 400bhp 480nm turbo claimed mileage kmpl","""Lotus Emira"" Petrol AT brochure mileage","""Lotus Emira"" Petrol AT site:v3cars.com mileage","""Lotus Emira"" Petrol AT site:carwale.com mileage",,,,,,,lotus_emira__turbo-se__petrol_automatic
Mahindra,Bolero Neo,Diesel,Manual,MT,98.56bhp_260nm,1,Mahindra Bolero Neo N11,"""Mahindra Bolero Neo"" Diesel MT ARAI mileage","""Mahindra Bolero Neo"" 98.56bhp 260nm claimed mileage kmpl","""Mahindra Bolero Neo"" Diesel MT brochure mileage","""Mahindra Bolero Neo"" Diesel MT site:v3cars.com mileage","""Mahindra Bolero Neo"" Diesel MT site:carwale.com mileage",,,,,,,mahindra_bolero-neo__n11__diesel_manual
Mahindra,Thar,Diesel,Automatic,AT,130bhp_300nm_diesel,1,Mahindra Thar LXT 4WD Diesel AT,"""Mahindra Thar"" Diesel AT ARAI mileage","""Mahindra Thar"" 130bhp 300nm diesel claimed mileage kmpl","""Mahindra Thar"" Diesel AT brochure mileage","""Mahindra Thar"" Diesel AT site:v3cars.com mileage","""Mahindra Thar"" Diesel AT site:carwale.com mileage",,,,,,,mahindra_thar__lxt-4wd-diesel-at__diesel_automatic
Mahindra,Thar,Petrol,Manual,MT,150.19bhp_300nm,1,Mahindra Thar LXT 4WD,"""Mahindra Thar"" Petrol MT ARAI mileage","""Mahindra Thar"" 150.19bhp 300nm claimed mileage kmpl","""Mahindra Thar"" Petrol MT brochure mileage","""Mahindra Thar"" Petrol MT site:v3cars.com mileage","""Mahindra Thar"" Petrol MT site:carwale.com mileage",,,,,,,mahindra_thar__lxt-4wd__petrol_manual
Maruti,Eeco Tour V,Petrol,Manual,MT,60.5bhp_105nm,1,Maruti Eeco Tour V 5 Seater STD,"""Maruti Eeco Tour V"" Petrol MT ARAI mileage","""Maruti Eeco Tour V"" 60.5bhp 105nm claimed mileage kmpl","""Maruti Eeco Tour V"" Petrol MT brochure mileage","""Maruti Eeco Tour V"" Petrol MT site:v3cars.com mileage","""Maruti Eeco Tour V"" Petrol MT site:carwale.com mileage",,,,,,,maruti_eeco-tour-v__5-seater-std__petrol_manual
Maserati,Grecale,Petrol,Automatic,AT,523bhp_620nm,1,Maserati Grecale Trofeo,"""Maserati Grecale"" Petrol AT ARAI mileage","""Maserati Grecale"" 523bhp 620nm claimed mileage kmpl","""Maserati Grecale"" Petrol AT brochure mileage","""Maserati Grecale"" Petrol AT site:v3cars.com mileage","""Maserati Grecale"" Petrol AT site:carwale.com mileage",,,,,,,maserati_grecale__trofeo__petrol_automatic
Mclaren,750s,Petrol,Automatic,AT,740bhp_800nm,1,Mclaren 750S Coupe,"""Mclaren 750s"" Petrol AT ARAI mileage","""Mclaren 750s"" 740bhp 800nm claimed mileage kmpl","""Mclaren 750s"" Petrol AT brochure mileage","""Mclaren 750s"" Petrol AT site:v3cars.com mileage","""Mclaren 750s"" Petrol AT site:carwale.com mileage",,,,,,,mclaren_750s__coupe__petrol_automatic
Mclaren,Gt,Petrol,Automatic,AT,611.51bhp_630nm,1,Mclaren Gt V8,"""Mclaren Gt"" Petrol AT ARAI mileage","""Mclaren Gt"" 611.51bhp 630nm claimed mileage kmpl","""Mclaren Gt"" Petrol AT brochure mileage","""Mclaren Gt"" Petrol AT site:v3cars.com mileage","""Mclaren Gt"" Petrol AT site:carwale.com mileage",,,,,,,mclaren_gt__v8__petrol_automatic
Mercedes Benz,Amg C 63,Petrol,Automatic,AT,469bhp_545nm,1,Mercedes Benz Amg C 63 Mercedes-Benz AMG C 63 S E Performance,"""Mercedes Benz Amg C 63"" Petrol AT ARAI mileage","""Mercedes Benz Amg C 63"" 469bhp 545nm claimed mileage kmpl","""Mercedes Benz Amg C 63"" Petrol AT brochure mileage","""Mercedes Benz Amg C 63"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg C 63"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-c-63__mercedes-benz-amg-c-63-s-e-performance__petrol_automatic
Mercedes Benz,Amg C43,Petrol,Automatic,AT,402.3bhp_500nm,1,Mercedes Benz Amg C43 Mercedes-Benz AMG C43 4Matic,"""Mercedes Benz Amg C43"" Petrol AT ARAI mileage","""Mercedes Benz Amg C43"" 402.3bhp 500nm claimed mileage kmpl","""Mercedes Benz Amg C43"" Petrol AT brochure mileage","""Mercedes Benz Amg C43"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg C43"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-c43__mercedes-benz-amg-c43-4matic__petrol_automatic
Mercedes Benz,Amg Cle 53,Petrol,Automatic,AT,442bhp_560nm,1,Mercedes Benz Amg Cle 53 Mercedes-Benz AMG CLE 53 4Matic,"""Mercedes Benz Amg Cle 53"" Petrol AT ARAI mileage","""Mercedes Benz Amg Cle 53"" 442bhp 560nm claimed mileage kmpl","""Mercedes Benz Amg Cle 53"" Petrol AT brochure mileage","""Mercedes Benz Amg Cle 53"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg Cle 53"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-cle-53__mercedes-benz-amg-cle-53-4matic__petrol_automatic
Mercedes Benz,Amg E 53 Cabriolet,Petrol,Automatic,AT,424.71bhp_520.63nm,1,Mercedes Benz Amg E 53 Cabriolet Mercedes-Benz AMG E 53 Cabriolet 4MATIC Plus,"""Mercedes Benz Amg E 53 Cabriolet"" Petrol AT ARAI mileage","""Mercedes Benz Amg E 53 Cabriolet"" 424.71bhp 520.63nm claimed mileage kmpl","""Mercedes Benz Amg E 53 Cabriolet"" Petrol AT brochure mileage","""Mercedes Benz Amg E 53 Cabriolet"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg E 53 Cabriolet"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-e-53-cabriolet__mercedes-benz-amg-e-53-cabriolet-4matic-plus__petrol_automatic
Mercedes Benz,Amg Glc 43,Petrol,Automatic,AT,416bhp_500nm,1,Mercedes Benz Amg Glc 43 Mercedes-Benz AMG GLC 43 4Matic,"""Mercedes Benz Amg Glc 43"" Petrol AT ARAI mileage","""Mercedes Benz Amg Glc 43"" 416bhp 500nm claimed mileage kmpl","""Mercedes Benz Amg Glc 43"" Petrol AT brochure mileage","""Mercedes Benz Amg Glc 43"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg Glc 43"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-glc-43__mercedes-benz-amg-glc-43-4matic__petrol_automatic
Mercedes Benz,Amg Gt 4 Door Coupe,Petrol,Automatic,AT,630.28bhp_900nm,1,Mercedes Benz Amg Gt 4 Door Coupe Mercedes-Benz AMG GT 4 Door Coupe 63 S E Performance,"""Mercedes Benz Amg Gt 4 Door Coupe"" Petrol AT ARAI mileage","""Mercedes Benz Amg Gt 4 Door Coupe"" 630.28bhp 900nm claimed mileage kmpl","""Mercedes Benz Amg Gt 4 Door Coupe"" Petrol AT brochure mileage","""Mercedes Benz Amg Gt 4 Door Coupe"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg Gt 4 Door Coupe"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-gt-4-door-coupe__mercedes-benz-amg-gt-4-door-coupe-63-s-e-performance__petrol_automatic
Mercedes Benz,Amg Gt Coupe,Petrol,Automatic,AT,576bhp_800nm,1,Mercedes Benz Amg Gt Coupe Mercedes-Benz AMG GT Coupe 63 4MATIC Plus,"""Mercedes Benz Amg Gt Coupe"" Petrol AT ARAI mileage","""Mercedes Benz Amg Gt Coupe"" 576bhp 800nm claimed mileage kmpl","""Mercedes Benz Amg Gt Coupe"" Petrol AT brochure mileage","""Mercedes Benz Amg Gt Coupe"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg Gt Coupe"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-gt-coupe__mercedes-benz-amg-gt-coupe-63-4matic-plus__petrol_automatic
Mercedes Benz,Amg Gt Coupe,Petrol,Automatic,AT,603bhp_850nm,1,Mercedes Benz Amg Gt Coupe Mercedes-Benz AMG GT Coupe 63 Pro 4MATIC Plus,"""Mercedes Benz Amg Gt Coupe"" Petrol AT ARAI mileage","""Mercedes Benz Amg Gt Coupe"" 603bhp 850nm claimed mileage kmpl","""Mercedes Benz Amg Gt Coupe"" Petrol AT brochure mileage","""Mercedes Benz Amg Gt Coupe"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg Gt Coupe"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-gt-coupe__mercedes-benz-amg-gt-coupe-63-pro-4matic-plus__petrol_automatic
Mercedes Benz,Amg Sl,Petrol,Automatic,AT,469.35bhp_700nm,1,Mercedes Benz Amg Sl Mercedes-Benz AMG SL 55 4Matic Plus Roadster,"""Mercedes Benz Amg Sl"" Petrol AT ARAI mileage","""Mercedes Benz Amg Sl"" 469.35bhp 700nm claimed mileage kmpl","""Mercedes Benz Amg Sl"" Petrol AT brochure mileage","""Mercedes Benz Amg Sl"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Amg Sl"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_amg-sl__mercedes-benz-amg-sl-55-4matic-plus-roadster__petrol_automatic
Mercedes Benz,Cle Cabriolet,Petrol,Automatic,AT,255bhp_400nm,1,Mercedes Benz Cle Cabriolet Mercedes-Benz CLE Cabriolet 300 4Matic AMG Line,"""Mercedes Benz Cle Cabriolet"" Petrol AT ARAI mileage","""Mercedes Benz Cle Cabriolet"" 255bhp 400nm claimed mileage kmpl","""Mercedes Benz Cle Cabriolet"" Petrol AT brochure mileage","""Mercedes Benz Cle Cabriolet"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Cle Cabriolet"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_cle-cabriolet__mercedes-benz-cle-cabriolet-300-4matic-amg-line__petrol_automatic
Mercedes Benz,E Class,Diesel,Automatic,AT,194bhp_440nm,1,Mercedes Benz E Class Mercedes-Benz E-Class E 220d,"""Mercedes Benz E Class"" Diesel AT ARAI mileage","""Mercedes Benz E Class"" 194bhp 440nm claimed mileage kmpl","""Mercedes Benz E Class"" Diesel AT brochure mileage","""Mercedes Benz E Class"" Diesel AT site:v3cars.com mileage","""Mercedes Benz E Class"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_e-class__mercedes-benz-e-class-e-220d__diesel_automatic
Mercedes Benz,E Class,Petrol,Automatic,AT,201bhp_320nm,1,Mercedes Benz E Class Mercedes-Benz E-Class E 200,"""Mercedes Benz E Class"" Petrol AT ARAI mileage","""Mercedes Benz E Class"" 201bhp 320nm claimed mileage kmpl","""Mercedes Benz E Class"" Petrol AT brochure mileage","""Mercedes Benz E Class"" Petrol AT site:v3cars.com mileage","""Mercedes Benz E Class"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_e-class__mercedes-benz-e-class-e-200__petrol_automatic
Mercedes Benz,G Class,Diesel,Automatic,AT,362bhp_750nm_hybrid,1,Mercedes Benz G Class Mercedes-Benz G-Class 450d Mild Hybrid,"""Mercedes Benz G Class"" Diesel AT ARAI mileage","""Mercedes Benz G Class"" 362bhp 750nm hybrid claimed mileage kmpl","""Mercedes Benz G Class"" Diesel AT brochure mileage","""Mercedes Benz G Class"" Diesel AT site:v3cars.com mileage","""Mercedes Benz G Class"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_g-class__mercedes-benz-g-class-450d-mild-hybrid__diesel_automatic
Mercedes Benz,G Class,Petrol,Automatic,AT,576.63bhp_850nm,1,Mercedes Benz G Class Mercedes-Benz G-Class AMG G 63 Collectors Edition,"""Mercedes Benz G Class"" Petrol AT ARAI mileage","""Mercedes Benz G Class"" 576.63bhp 850nm claimed mileage kmpl","""Mercedes Benz G Class"" Petrol AT brochure mileage","""Mercedes Benz G Class"" Petrol AT site:v3cars.com mileage","""Mercedes Benz G Class"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_g-class__mercedes-benz-g-class-amg-g-63-collectors-edition__petrol_automatic
Mercedes Benz,Glc,Petrol,Automatic,AT,254.79bhp_400nm,1,Mercedes Benz Glc Mercedes-Benz GLC 300,"""Mercedes Benz Glc"" Petrol AT ARAI mileage","""Mercedes Benz Glc"" 254.79bhp 400nm claimed mileage kmpl","""Mercedes Benz Glc"" Petrol AT brochure mileage","""Mercedes Benz Glc"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Glc"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_glc__mercedes-benz-glc-300__petrol_automatic
Mercedes Benz,Gle,Diesel,Automatic,AT,362bhp_750nm,1,Mercedes Benz Gle Mercedes-Benz GLE 450d 4Matic,"""Mercedes Benz Gle"" Diesel AT ARAI mileage","""Mercedes Benz Gle"" 362bhp 750nm claimed mileage kmpl","""Mercedes Benz Gle"" Diesel AT brochure mileage","""Mercedes Benz Gle"" Diesel AT site:v3cars.com mileage","""Mercedes Benz Gle"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_gle__mercedes-benz-gle-450d-4matic__diesel_automatic
Mercedes Benz,Maybach S Class,Petrol,Automatic,AT,496.17bhp_700nm,1,Mercedes Benz Maybach S Class Mercedes-Benz Maybach S-Class S580,"""Mercedes Benz Maybach S Class"" Petrol AT ARAI mileage","""Mercedes Benz Maybach S Class"" 496.17bhp 700nm claimed mileage kmpl","""Mercedes Benz Maybach S Class"" Petrol AT brochure mileage","""Mercedes Benz Maybach S Class"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Maybach S Class"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_maybach-s-class__mercedes-benz-maybach-s-class-s580__petrol_automatic
Mercedes Benz,Maybach Sl 680,Petrol,Automatic,AT,577bhp_800nm,1,Mercedes Benz Maybach Sl 680 Mercedes-Benz Maybach SL 680 Monogram Series,"""Mercedes Benz Maybach Sl 680"" Petrol AT ARAI mileage","""Mercedes Benz Maybach Sl 680"" 577bhp 800nm claimed mileage kmpl","""Mercedes Benz Maybach Sl 680"" Petrol AT brochure mileage","""Mercedes Benz Maybach Sl 680"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Maybach Sl 680"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_maybach-sl-680__mercedes-benz-maybach-sl-680-monogram-series__petrol_automatic
Mercedes Benz,S Class,Diesel,Automatic,AT,281.61bhp_600nm,1,Mercedes Benz S Class Mercedes-Benz S-Class S 350d,"""Mercedes Benz S Class"" Diesel AT ARAI mileage","""Mercedes Benz S Class"" 281.61bhp 600nm claimed mileage kmpl","""Mercedes Benz S Class"" Diesel AT brochure mileage","""Mercedes Benz S Class"" Diesel AT site:v3cars.com mileage","""Mercedes Benz S Class"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_s-class__mercedes-benz-s-class-s-350d__diesel_automatic
Mercedes Benz,S Class,Petrol,Automatic,AT,362.07bhp_500nm,1,Mercedes Benz S Class Mercedes-Benz S-Class S450 4Matic,"""Mercedes Benz S Class"" Petrol AT ARAI mileage","""Mercedes Benz S Class"" 362.07bhp 500nm claimed mileage kmpl","""Mercedes Benz S Class"" Petrol AT brochure mileage","""Mercedes Benz S Class"" Petrol AT site:v3cars.com mileage","""Mercedes Benz S Class"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_s-class__mercedes-benz-s-class-s450-4matic__petrol_automatic
Mercedes Benz,V Class,Petrol,Automatic,AT,228bhp_370nm,1,Mercedes Benz V Class Mercedes-Benz V-Class Extra LWB V300,"""Mercedes Benz V Class"" Petrol AT ARAI mileage","""Mercedes Benz V Class"" 228bhp 370nm claimed mileage kmpl","""Mercedes Benz V Class"" Petrol AT brochure mileage","""Mercedes Benz V Class"" Petrol AT site:v3cars.com mileage","""Mercedes Benz V Class"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_v-class__mercedes-benz-v-class-extra-lwb-v300__petrol_automatic
Mercedes Benz,V Class,Diesel,Automatic,AT,233.33bhp_500nm,1,Mercedes Benz V Class Mercedes-Benz V-Class V300d,"""Mercedes Benz V Class"" Diesel AT ARAI mileage","""Mercedes Benz V Class"" 233.33bhp 500nm claimed mileage kmpl","""Mercedes Benz V Class"" Diesel AT brochure mileage","""Mercedes Benz V Class"" Diesel AT site:v3cars.com mileage","""Mercedes Benz V Class"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_v-class__mercedes-benz-v-class-v300d__diesel_automatic
Mini,Countryman,Petrol,Automatic,AT,296bhp_400nm,1,Mini Countryman JCW,"""Mini Countryman"" Petrol AT ARAI mileage","""Mini Countryman"" 296bhp 400nm claimed mileage kmpl","""Mini Countryman"" Petrol AT brochure mileage","""Mini Countryman"" Petrol AT site:v3cars.com mileage","""Mini Countryman"" Petrol AT site:carwale.com mileage",,,,,,,mini_countryman__jcw__petrol_automatic
Nissan,X Trail,Petrol,Automatic,AT,161bhp_300nm,1,Nissan X Trail X-Trail STD,"""Nissan X Trail"" Petrol AT ARAI mileage","""Nissan X Trail"" 161bhp 300nm claimed mileage kmpl","""Nissan X Trail"" Petrol AT brochure mileage","""Nissan X Trail"" Petrol AT site:v3cars.com mileage","""Nissan X Trail"" Petrol AT site:carwale.com mileage",,,,,,,nissan_x-trail__x-trail-std__petrol_automatic
Porsche,Cayenne,Petrol,Automatic,AT,348.66bhp_500nm,1,Porsche Cayenne GTS,"""Porsche Cayenne"" Petrol AT ARAI mileage","""Porsche Cayenne"" 348.66bhp 500nm claimed mileage kmpl","""Porsche Cayenne"" Petrol AT brochure mileage","""Porsche Cayenne"" Petrol AT site:v3cars.com mileage","""Porsche Cayenne"" Petrol AT site:carwale.com mileage",,,,,,,porsche_cayenne__gts__petrol_automatic
Porsche,Cayenne Coupe,Petrol,Automatic,AT,348.66bhp_600nm,1,Porsche Cayenne Coupe STD,"""Porsche Cayenne Coupe"" Petrol AT ARAI mileage","""Porsche Cayenne Coupe"" 348.66bhp 600nm claimed mileage kmpl","""Porsche Cayenne Coupe"" Petrol AT brochure mileage","""Porsche Cayenne Coupe"" Petrol AT site:v3cars.com mileage","""Porsche Cayenne Coupe"" Petrol AT site:carwale.com mileage",,,,,,,porsche_cayenne-coupe__std__petrol_automatic
Porsche,Cayenne Coupe,Petrol,Automatic,AT,493bhp_660nm,1,Porsche Cayenne Coupe GTS,"""Porsche Cayenne Coupe"" Petrol AT ARAI mileage","""Porsche Cayenne Coupe"" 493bhp 660nm claimed mileage kmpl","""Porsche Cayenne Coupe"" Petrol AT brochure mileage","""Porsche Cayenne Coupe"" Petrol AT site:v3cars.com mileage","""Porsche Cayenne Coupe"" Petrol AT site:carwale.com mileage",,,,,,,porsche_cayenne-coupe__gts__petrol_automatic
Porsche,Macan,Petrol,Automatic,AT,261.49bhp_400nm,1,Porsche Macan Standard,"""Porsche Macan"" Petrol AT ARAI mileage","""Porsche Macan"" 261.49bhp 400nm claimed mileage kmpl","""Porsche Macan"" Petrol AT brochure mileage","""Porsche Macan"" Petrol AT site:v3cars.com mileage","""Porsche Macan"" Petrol AT site:carwale.com mileage",,,,,,,porsche_macan__standard__petrol_automatic
