make,model,variant,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Maruti Suzuki,Baleno,Sigma 1.2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Baleno,Sigma 1.3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,Baleno,Zeta 1.2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Baleno,Zeta 1.3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,Celerio,LDi,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,LDi ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,LXi ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,LXi AMT ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,VDi,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,VDi ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,VXi ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,VXi AMT ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,VXi CNG (O),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,ZDi,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,ZDi Opt,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,ZXi AMT,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Maruti Suzuki,Celerio,ZXi AMT ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,VDi (O) SHVS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,VDi SHVS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,VDi+ SHVS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,VXi (O),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,ZDi SHVS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,ZDi+,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,ZDi+ SHVS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,ZDi+ SHVS RS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,ZXI+,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ciaz,ZXi+ RS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,ZDI SHVS Anniversary Edition,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,ZXI+ Anniversary Edition,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,LDI (O) SHVS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,LDI SHVS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,LXI,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,LXI (O),0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,VDI SHVS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,VXI,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,VXI AT,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,VXI CNG,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,ZDI + SHVS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,ZDI SHVS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,ZXI,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Ertiga,ZXI+,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Alpha 1.3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Alpha 1.6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Delta 1.3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Delta 1.6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Premia LE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Sigma (O),0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Sigma 1.3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Zeta 1.6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,LDi ABS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,Lxi ABS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,VDi ABS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,VDi Glory Edition,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,VXi ABS,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,VXi Glory Edition,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,Windsong Limited edition VDI,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,Windsong Limited edition VXI,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,LDI ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,LXI (O),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,LXI ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,Tour 1.2l Petrol MT,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,Tour 1.3l Diesel MT,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,Tour S 1.3l Diesel MT,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,VDI (O),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,VDi ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,VXI (O),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,VXI ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,VXI AT,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,VXI AT ABS,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift Dzire,ZDI AMT,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R,LXI ABS,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R,LXi Avance LE,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R,LXi CNG Avance LE,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R 1.0,VXI AMT,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R 1.0,VXI AMT (O),0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R Stingray,Lxi (O),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R Stingray,VXi AMT,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R Stingray,VXi AMT (O),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Mercedes-Benz,E-Class Cabriolet,E 400 Cabriolet,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Mercedes-Benz,GLE,250 d,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Mercedes-Benz,GLE,350 d,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Mercedes-Benz,S-Coupe,S 500,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Mercedes-Benz,S-Coupe,S 63 AMG,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
Mercedes-Benz,S-Coupe,S 63 AMG 4MATIC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tata,Nano GenX,XE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Tata,Nano GenX,XM,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Tata,Nano GenX,XMA,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Tata,Nano GenX,XT,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Tata,Nano GenX,XTA,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Tata,Safari Storme,2.2 EX 4X2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Tata,Safari Storme,2.2 VX 4x2 Varicor400,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Tata,Safari Storme,2.2 VX 4x4 Varicor400,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Toyota,Corolla Altis,J+,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Toyota,Corolla Altis,LE Diesel,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Toyota,Corolla Altis,LE Petrol,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Volkswagen,Polo,Highline Exquisite (D),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Volkswagen,Polo,Highline Exquisite (P),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Volkswagen,Vento,1.5L Highline Konekt Limited Edition,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Volkswagen,Vento,Allstar 1.5 (D),0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Volkswagen,Vento,Allstar 1.6 (P),0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Volkswagen,Vento,Highline Plus Diesel,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Volkswagen,Vento,Highline Plus Petrol,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Volvo,V40 Cross Country,D3 Inscription,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
Volvo,V40 Cross Country,T4 Momentum,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Aston Martin,Rapide,S V12,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
BMW,3 Series GT,330i Luxury Line,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Datsun,Go Plus,Style Edition,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Fiat,Punto Pure,1.2 Petrol,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Fiat,Punto Pure,Active 1.3L,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Fiat,Urban Cross,1.3L Active,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Fiat,Urban Cross,Dynamic Multijet 1.3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Fiat,Urban Cross,Emotion Multijet 1.3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Hyundai,Elite i20,Magna 1.4 AT,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Hyundai,Elite i20,Sportz 1.4 CRDI,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Hyundai,i20 Active,1.2 Base,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Isuzu,D-Max V-Cross,4x4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Jaguar,XJ L,3.0 Portfolio,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Jaguar,XJ L,3.0 Premium Luxury,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Jaguar,XJ L,5.0 V8 Autobiography,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,KUV100,K2 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K2 D 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K2 Plus 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K2 Plus D 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 D 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 D 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 Plus 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 Plus 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 Plus D 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K4 Plus D 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6 D 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6 D 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6+ 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6+ 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6+ D 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K6+ D 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K8 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K8 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K8 D 5 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,KUV100,K8 D 6 STR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mahindra,TUV300,T8 AMT mHAWK100,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Mahindra,TUV300,T8 mHAWK100,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Mahindra,XUV500,W10 1.99,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,XUV500,W10 AT 1.99,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,XUV500,W4 1.99,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,XUV500,W6 1.99,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,XUV500,W6 AT,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,XUV500,W6 AT 1.99,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,XUV500,W8 1.99,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mahindra,XUV500,W8 AT 1.99,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Alto 800,Utsav Edition,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,Alto 800,LX,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto 800,LX (O),0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto 800,LXi,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
Maruti Suzuki,Alto 800,LXi (O),0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
Maruti Suzuki,Alto 800,LXi CNG,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
Maruti Suzuki,Alto 800,LXi CNG (O),0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto 800,MS Dhoni Edition,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto 800,STD,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
Maruti Suzuki,Alto 800,STD (O),0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
Maruti Suzuki,Alto 800,VXi,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
Maruti Suzuki,Alto 800,VXi (O),0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto K10,VXI MS Dhoni Edition,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto K10,LX (O),0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto K10,LXi (O),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Maruti Suzuki,Alto K10,LXi (O) CNG,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Alto K10,VXi (O) AMT,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Baleno,Zeta 1.2 AT,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Celerio,VXi (O),0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Maruti Suzuki,Ciaz,ZXI+ AT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,S-Cross,Zeta 1.3 LE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,Deca Limited Edition VDi,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Swift,Deca Limited Edition VXi,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Vitara Brezza,LDi,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,Vitara Brezza,VDi,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,Vitara Brezza,ZDi,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,Vitara Brezza,ZDi Plus,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Maruti Suzuki,Vitara Brezza,LDi (O),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Vitara Brezza,VDi (O),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Vitara Brezza,ZDi+ Dual Tone,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R,LXI CNG (O),0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R,VXI ABS,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Maruti Suzuki,Wagon R 1.0,Felicity Edition,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mercedes-Benz,GLA,200 Activity Edition,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mercedes-Benz,GLA,220 d Activity Edition,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mercedes-Benz,GLC,220 d CBU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz,GLC,220 d Progressive,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Mercedes-Benz,GLC,220 d Sport,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Mercedes-Benz,GLC,300 CBU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz,GLC,300 Progressive,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Mercedes-Benz,GLE,400 4MATIC,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Mercedes-Benz,S-Class Cabriolet,S 500 Cabriolet,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Nissan,Micra Active,ICC WT20 Edition,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Toyota,Platinum Etios,GX,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Platinum Etios,GXD,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Platinum Etios,V,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Platinum Etios,VD,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Platinum Etios,VX,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Platinum Etios,VXD,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Corolla Altis,J+ Petrol,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Toyota,Etios Cross,1.2 Limited Edition,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Toyota,Etios Cross,1.4 Limited Edition,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 V 8 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 Z 7STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.7 V,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 G 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 G 8 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 GX 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 GX 8 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 V 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 VX 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 VX 8 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 ZX 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.7 GX 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.7 GX 8 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.7 GX AT 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.7 GX AT 8 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.7 VX 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.7 ZX AT 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.8 GX AT 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.8 GX AT 8 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.8 ZX AT 7 STR,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Ameo,Comfortline 1.2L (P),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Ameo,Comfortline 1.5L (D),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Ameo,Comfortline Plus 1.5L AT (D),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Ameo,Highline 1.5L AT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Volkswagen,Ameo,Highline1.2L (P),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Ameo,Highline1.5L (D),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Ameo,Trendline 1.2L (P),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Ameo,Trendline 1.5L (D),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Polo,Allstar 1.2 (P),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Polo,Allstar 1.5 (D),0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Vento,Comfortline 1.2 (P) AT,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Vento,Comfortline 1.5 (D),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Vento,Comfortline 1.5 (D) AT,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Volkswagen,Vento,Comfortline 1.6 (P),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Vento,Highline 1.2 (P) AT,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Vento,Highline 1.5 (D),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Vento,Highline 1.5 (D) AT,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Vento,Highline 1.6 (P),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Vento,Preferred Edition Diesel,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Volkswagen,Vento,Preferred Edition Diesel AT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Volkswagen,Vento,Preferred Edition Petrol,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Volkswagen,Vento,Preferred Edition Petrol AT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Volkswagen,Vento,Trendline 1.5 (D),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Volkswagen,Vento,Trendline 1.6 (P),0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Audi,A3 Cabriolet,35 TFSI,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Audi,A5 Cabriolet,2.0 TDI,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
BMW,3 Series GT,330i M Sport,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
