make,model,variant,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
Maruti Suzuki,Vitara Brezza,VXi,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Maruti Suzuki,Vitara Brezza,ZXi,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Maruti Suzuki,Vitara Brezza,ZXi Plus,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Maruti Suzuki,Vitara Brezza,ZXi Plus AT Dual Tone,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Mercedes-Benz,GLE,300d 4MATIC LWB,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Mercedes-Benz,GLE,400d 4MATIC Hip Hop Edition,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Mercedes-Benz,GLE,400d 4MATIC LWB,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Mercedes-Benz,GLE,450 4MATIC LWB,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Mercedes-Benz,V-Class,Elite LWB,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Mercedes-Benz,V-Class,Marco Polo,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Mercedes-Benz,V-Class,Marco Polo Horizon,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
MG Motors,Gloster,Savvy 6 STR 2.0 Twin Turbo 4WD,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
MG Motors,Gloster,Sharp 6 STR 2.0 Twin Turbo 4WD,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
MG Motors,Gloster,Sharp 7 STR 2.0 Twin Turbo 4WD,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
MG Motors,Gloster,Smart 6 STR 2.0 Turbo 2WD,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
MG Motors,Gloster,Super 7 STR 2.0 Turbo 2WD,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
MG Motors,Hector,Sharp 1.5 DCT Petrol Dual Tone,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector,Sharp 2.0 Diesel Dual Tone,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector,Sharp Hybrid 1.5 Petrol Dual Tone,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector,Special Anniversary Edition 1.5 Petrol,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector,Special Anniversary Edition 2.0 Diesel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector Plus,Sharp 1.5 DCT Petrol,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector Plus,Sharp 2.0 Diesel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector Plus,Sharp Hybrid 1.5 Petrol,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector Plus,Smart 1.5 DCT Petrol,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector Plus,Smart 2.0 Diesel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,Hector Plus,Style 1.5 Petrol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MG Motors,Hector Plus,Style 2.0 Diesel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MG Motors,Hector Plus,Super 2.0 Diesel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MG Motors,ZS EV,Excite,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
MG Motors,ZS EV,Exclusive,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Skoda,Rapid New,Active 1.0 TSI AT,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata,Nexon EV,XM,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata,Nexon EV,XZ Plus,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata,Nexon EV,XZ Plus Dark Edition,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata,Nexon EV,XZ Plus LUX,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata,Nexon EV,XZ Plus LUX Dark Edition,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata EV,Nexon EV,XM,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata EV,Nexon EV,XZ Plus,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata EV,Nexon EV,XZ Plus Dark Edition,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata EV,Nexon EV,XZ Plus LUX,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Tata EV,Nexon EV,XZ Plus LUX Dark Edition,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Toyota,Innova Crysta,2.4 GX AT 7 STR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 GX AT 8 STR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toyota,Innova Crysta,2.4 ZX AT 7 STR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toyota,Innova Crysta,G 2.4 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,G 2.4 8 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,G Plus 2.4 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,G Plus 2.4 8 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.4 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.4 8 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.4 AT 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.4 AT 8 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.7 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.7 8 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.7 AT 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,GX 2.7 AT 8 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,Leadership Edition,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Toyota,Innova Crysta,VX 2.4 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Toyota,Innova Crysta,VX 2.4 8 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Toyota,Innova Crysta,VX 2.7 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,ZX 2.4 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Toyota,Innova Crysta,ZX 2.4 AT 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Toyota,Innova Crysta,ZX 2.7 AT 7 STR,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Volkswagen,Polo,1.0 GT TSI,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Volkswagen,Polo,Comfortline Plus 1.0L MPI,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Volkswagen,Polo,GT,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Polo,Highline 1.0 (P),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Volkswagen,Polo,Highline Plus 1.0L TSI,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Polo,Highline Plus 1.0L TSI AT,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Polo,Limited TSI Edition,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Volkswagen,Polo,Red and White Edition,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Volkswagen,Polo,Trendline 1.0L MPI,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Tiguan AllSpace,2.0 TSI,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Volkswagen,Vento,Comfortline 1.0 Petrol,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Volkswagen,Vento,Highline 1.0L TSI,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Vento,Highline 1.0L TSI Automatic,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Vento,Highline Plus 1.0L TSI,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Vento,Highline Plus 1.0L TSI Automatic,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Volkswagen,Vento,Limited TSI Edition,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Volkswagen,Vento,Red and White Edition,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Volkswagen,Vento,Trendline 1.0L TSI,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Audi,RS5,Sportback,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
BMW,2 Series Gran Coupe,220i Black Shadow Edition,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
BMW,2 Series Gran Coupe,220i M Sport,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
BMW,2 Series Gran Coupe,220i Sport,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
BMW,3 Series Gran Limousine,320Ld Iconic Edition,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
BMW,3 Series Gran Limousine,320Ld Luxury Line,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
BMW,3 Series Gran Limousine,330Li Iconic Edition,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
BMW,3 Series Gran Limousine,330Li Luxury Line,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
BMW,3 Series Gran Limousine,330Li M Sport First Edition,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
BMW,6 Series GT,630i M Sport,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Force Motors,Gurkha,3 Door 4X4 BS6 FM2.6CR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Hyundai,i20 N Line,N6 1.0 Turbo iMT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Hyundai,i20 N Line,N6 1.0 Turbo iMT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Hyundai,i20 N Line,N8 1.0 Turbo DCT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Hyundai,i20 N Line,N8 1.0 Turbo DCT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Hyundai,i20 N Line,N8 1.0 Turbo iMT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Hyundai,i20 N Line,N8 1.0 Turbo iMT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Isuzu,DMAX,Hi-Lander,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Isuzu,DMAX,V-Cross Z 4x2 AT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Isuzu,DMAX,V-Cross Z 4x4 MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Isuzu,DMAX,V-Cross Z Prestige 4x4 AT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,Bolero Neo,N10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mahindra,Bolero Neo,N10 (O),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mahindra,Bolero Neo,N4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mahindra,Bolero Neo,N8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mahindra,XUV700,AX 3 Diesel AT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 3 Diesel MT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 3 Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 3 Petrol AT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 3 Petrol MT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 5 Diesel AT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 5 Diesel AT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 5 Diesel MT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 5 Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 5 Petrol AT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 5 Petrol MT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 5 Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 7 Diesel AT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 7 Diesel AT AWD 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 7 Diesel AT AWD Luxury Pack 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mahindra,XUV700,AX 7 Diesel AT Luxury Pack 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mahindra,XUV700,AX 7 Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 7 Diesel MT Luxury Pack 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mahindra,XUV700,AX 7 Petrol AT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,AX 7 Petrol AT Luxury Pack 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mahindra,XUV700,AX 7 Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mahindra,XUV700,MX Diesel MT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Mahindra,XUV700,MX Petrol MT 5 STR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Maruti Suzuki,Celerio,ZXi Plus,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Maruti Suzuki,Celerio,ZXi Plus AMT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Maruti Suzuki,Eeco,5 STR AC (O),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Maruti Suzuki,Eeco,5 STR AC (O) CNG,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Maruti Suzuki,Eeco,5 STR STD (O),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Maruti Suzuki,Eeco,7 STR STD (O),0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Maruti Suzuki,Swift,ZXi Plus AMT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Maruti Suzuki,Swift,ZXI PLUS CNG O/S FITTED,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Maruti Suzuki,Swift,ZXi Plus Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
McLaren,Artura,3.0 PHEV Coupe,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mercedes-Benz,A-Class Limousine,200,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mercedes-Benz,A-Class Limousine,200d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mercedes-Benz,AMG A35,4Matic Limousine,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mercedes-Benz,AMG GLE Coupe,63 S 4Matic Plus,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mercedes-Benz,GLA,200,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Mercedes-Benz,GLA,220d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Mercedes-Benz,GLA,220d 4MATIC,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MG Motors,Astor,Savvy 1.3 Turbo AT S Red,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Astor,Savvy 1.5 CVT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Astor,Savvy 1.5 CVT S Red,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Astor,Sharp 1.3 Turbo AT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Astor,Sharp 1.5 CVT Old Generation,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Astor,Sharp 1.5 MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Astor,Smart 1.3 Turbo AT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MG Motors,Astor,Smart 1.5 CVT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MG Motors,Astor,Smart 1.5 MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MG Motors,Astor,Style 1.5 MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MG Motors,Astor,Super 1.5 CVT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MG Motors,Astor,Super 1.5 MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MG Motors,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
MG Motors,Hector,1.5 Sharp CVT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Sharp 1.5 Petrol CVT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Sharp 1.5 Petrol Turbo DCT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Sharp 1.5 Petrol Turbo DCT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Sharp 1.5 Petrol Turbo Hybrid MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Sharp 1.5 Petrol Turbo Hybrid MT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Sharp 2.0 Diesel Turbo MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Sharp 2.0 Diesel Turbo MT Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Shine 1.5 Petrol Turbo CVT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Shine 1.5 Petrol Turbo MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Shine 2.0 Diesel Turbo MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Smart 1.5 Petrol CVT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Smart 1.5 Petrol Turbo DCT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Smart 1.5 Petrol Turbo Hybrid MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Smart 2.0 Diesel Turbo MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Style 1.5 Petrol Turbo MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Style 2.0 Diesel Turbo MT,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector,Super 1.5 Petrol Turbo Hybrid MT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MG Motors,Hector,Super 1.5 Petrol Turbo MT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MG Motors,Hector,Super 2.0 Diesel Turbo MT,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MG Motors,Hector Plus,Select 2.0 Diesel Turbo MT 7-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 1.5 Petrol Turbo CVT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 1.5 Petrol Turbo CVT 6-STR Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 1.5 Petrol Turbo DCT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 1.5 Petrol Turbo DCT 6-STR Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 1.5 Petrol Turbo Hybrid MT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 1.5 Petrol Turbo Hybrid MT 6-STR Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 2.0 Diesel Turbo MT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Sharp 2.0 Diesel Turbo MT 6-STR Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Smart 1.5 Petrol Turbo CVT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Smart 1.5 Petrol Turbo DCT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Smart 2.0 Diesel Turbo MT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Smart 2.0 Diesel Turbo MT 7-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Style 1.5 Petrol Turbo MT 7-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Style 2.0 Diesel Turbo MT 7-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Super 1.5 Petrol Turbo Hybrid MT 7-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Super 2.0 Diesel Turbo MT 6-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
MG Motors,Hector Plus,Super 2.0 Diesel Turbo MT 7-STR,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Mini,Countryman,Cooper S JCW Inspired,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Tata,Tiago NRG,XZ AMT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Tata,Tiago NRG,XZ MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Tata,Tigor EV,XE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tata,Tigor EV,XM,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tata,Tigor EV,XZ Plus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tata,Tigor EV,XZ Plus Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tata EV,Tigor EV,XE,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tata EV,Tigor EV,XM,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tata EV,Tigor EV,XZ Plus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tata EV,Tigor EV,XZ Plus Dual Tone,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Fortuner Legender,4X2 AT 2.8 Legender,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Toyota,Fortuner Legender,4X4 AT 2.8 Legender,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Toyota,Innova Crysta,2.4 GX Limited Edition 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Innova Crysta,2.4 GX Limited Edition 8 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Innova Crysta,2.4 GX Limited Edition AT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Innova Crysta,2.4 GX Limited Edition AT 8 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Innova Crysta,2.7 GX Limited Edtion 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Innova Crysta,2.7 GX Limited Edtion 8 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Innova Crysta,2.7 GX Limited Edtion AT 7 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Toyota,Innova Crysta,2.7 GX Limited Edtion AT 8 STR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Volkswagen,Polo,Comfortline 1.0L MPI,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Volkswagen,Polo,Comfortline 1.0L TSI,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Volkswagen,Polo,Comfortline 1.0L TSI AT,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Volkswagen,Polo,Matt Edition,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Volkswagen,Polo,Turbo Edition 1.0L TSI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Volkswagen,Taigun,Comfortline 1.0 TSI MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Volkswagen,Taigun,GT 1.5 TSI MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Volkswagen,Taigun,GT Plus 1.5 TSI DSG,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Volkswagen,Taigun,Highline 1.0 TSI AT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Volkswagen,Taigun,Highline 1.0 TSI MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Volkswagen,Taigun,Topline 1.0 TSI AT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Volkswagen,Taigun,Topline 1.0 TSI MT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Volkswagen,Tiguan,Elegance 2.0 TSI DSG,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Volkswagen,Vento,Comfortline 1.0L TSI,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Volkswagen,Vento,Highline AT Matt Edition,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
