brand,model,brand_slug,model_slug,source,source_url,target_month,target_year,target_month_label,offer_month,offer_year,offer_month_label,period_type,source_variant_label,variant_scope,matched_canonical_variants,match_count,cash_discount,exchange_bonus,scrappage_bonus,upgrade_bonus,corporate_discount,rural_offer,additional_discount,finance_offer,warranty_offer,accessories_offer,max_benefit,computed_possible_max,breakup_available,total_matches_computed,notes,confidence,dealer_confirmation_required,raw_block
Hyundai,Creta,hyundai,creta,v3cars,https://www.v3cars.com/hyundai-cars/creta/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,"Petrol–Manual,Auto (All Variants) Incl. N Line",petrol_group,Hyundai Creta E | Hyundai Creta EX | Hyundai Creta EX (O) | Hyundai Creta EX(O) iVT | Hyundai Creta EX (O) iVT Summer Edition | Hyundai Creta EX Summer Edition | Hyundai Creta King | Hyundai Creta King DT | Hyundai Creta King iVT | Hyundai Creta King iVT DT | Hyundai Creta King Knight iVT | Hyundai Creta King Knight iVT DT | Hyundai Creta King Limited Edition iVT | Hyundai Creta King Turbo DCT | Hyundai Creta King Turbo DCT DT | Hyundai Creta S | Hyundai Creta S (O) | Hyundai Creta S (O) iVT | Hyundai Creta S (O) iVT Summer Editon | Hyundai Creta S (O) Knight | Hyundai Creta S (O) Knight DT | Hyundai Creta S (O) Knight iVT | Hyundai Creta S (O) Knight iVT DT | Hyundai Creta S(O) Knight Summer Edition | Hyundai Creta S (O) Summer Edition | Hyundai Creta SX | Hyundai Creta SX DT | Hyundai Creta SX (O) | Hyundai Creta SX (O) DT | Hyundai Creta SX (O) iVT | Hyundai Creta SX (O) iVT DT | Hyundai Creta SX (O) Knight | Hyundai Creta SX (O) Knight DT | Hyundai Creta SX (O) Knight iVT | Hyundai Creta SX (O) Knight iVT DT | Hyundai Creta SX (O) Turbo DCT | Hyundai Creta SX (O) Turbo DCT DT | Hyundai Creta SX Premium | Hyundai Creta SX Premium DT | Hyundai Creta SX Premium iVT | Hyundai Creta SX Premium iVT DT | Hyundai Creta SX Premium iVT Summer Edition | Hyundai Creta SX Premium Summer Edition | Hyundai Creta SX Summer Edition | Hyundai Creta SX Tech | Hyundai Creta SX Tech DT | Hyundai Creta SX Tech iVT | Hyundai Creta SX Tech iVT DT,48,20000,30000,50000,30000,0,0,0,,,,105000,100000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only for | Corporate/Rural: Customers,high,True,"Petrol–Manual,Auto (All Variants) Incl. N Line | Cash Rs. 20,000 - | Exchange Rs. 30,000 You can only choose one | Scrappage Rs. 50,000 | Upgrade Rs. 30,000 - | Corporate/Rural Rs. 5,000 Only for | Rural Customers | Total Rs. 1,05,000 Max discounts Diesel–Manual,Auto (All Variants) Discount Type Discount Notes (If applicable)"
Hyundai,Creta,hyundai,creta,v3cars,https://www.v3cars.com/hyundai-cars/creta/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,"Diesel–Manual,Auto (All Variants)",diesel_group,Hyundai Creta E Diesel | Hyundai Creta EX Diesel | Hyundai Creta EX Diesel Summer Edition | Hyundai Creta EX (O) Diesel | Hyundai Creta EX (O) Diesel AT | Hyundai Creta EX (O) Diesel AT Summer Edition | Hyundai Creta EX (O) Diesel Summer Edition | Hyundai Creta King Diesel | Hyundai Creta King Diesel AT | Hyundai Creta King Diesel AT DT | Hyundai Creta King Diesel DT | Hyundai Creta King Knight Diesel AT | Hyundai Creta King Knight Diesel AT DT | Hyundai Creta King Limited Edition Diesel AT | Hyundai Creta S Diesel | Hyundai Creta S (O) Diesel | Hyundai Creta S (O) Diesel AT | Hyundai Creta S (O) Diesel AT Summer Edition | Hyundai Creta S (O) Diesel Summer Edition | Hyundai Creta S (O) Knight Diesel | Hyundai Creta S (O) Knight Diesel AT | Hyundai Creta S (O) Knight Diesel AT DT | Hyundai Creta S (O) Knight Diesel DT | Hyundai Creta S (O) Knight Diesel Summer Edition | Hyundai Creta SX (O) Diesel | Hyundai Creta SX (O) Diesel AT | Hyundai Creta SX (O) Diesel AT DT | Hyundai Creta SX (O) Diesel DT | Hyundai Creta SX (O) Knight Diesel | Hyundai Creta SX (O) Knight Diesel AT | Hyundai Creta SX (O) Knight Diesel AT DT | Hyundai Creta SX (O) Knight Diesel DT | Hyundai Creta SX Premium Diesel | Hyundai Creta SX Premium Diesel Summer Edition | Hyundai Creta SX Premium DT Diesel | Hyundai Creta SX Tech Diesel | Hyundai Creta SX Tech Diesel DT,37,0,0,5000,0,0,0,0,,,,10000,5000,True,False,Corporate/Rural: Only for | Corporate/Rural: Customers | Total: Max discounts,high,True,"Diesel–Manual,Auto (All Variants) | Scrappage Rs. 5,000 - | Corporate/Rural Rs. 5,000 Only for | Rural Customers | Total Rs. 10,000 Max discounts"
Hyundai,Creta Electric,hyundai,creta-electric,carwale,https://www.carwale.com/hyundai-cars/creta-electric/offers/,5,2026,May 2026,5,2026,May 2026,current,Model-level CarWale offer,model_level,,0,0,0,0,0,0,0,0,,,,70000,0,False,False,"CarWale total-only fallback. Valid till: 31 May, 2026",medium,True,"Creta Electric Offers in May 2026 - Creta Electric Discounts & Deals NEW CARS USED CARS REVIEWS & NEWS Hyundai Creta Electric Offers Find exclusive offer on Creta Electric Hyundai Creta Electric Rs. 18,43,903 On-Road Price Get This Offer Variant Executive 42.0 kWh City Delhi Select your Area If you are on Hindi keyboard then type pincode Detect my location No Result Found Try searching something else. eg. 578358 or Mumbai Hyundai Call: 02241357346 Hyundai Creta Electric May Offers Get Benefits up to Rs. 70,000"
Hyundai,Exter,hyundai,exter,v3cars,https://www.v3cars.com/hyundai-cars/exter/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,All variants,all_variants,Hyundai Exter HX10 AMT | Hyundai Exter HX10 AMT DT | Hyundai Exter HX2 | Hyundai Exter HX2 CNG | Hyundai Exter HX3 | Hyundai Exter HX3 AMT | Hyundai Exter HX3 CNG | Hyundai Exter HX4 | Hyundai Exter HX4 CNG | Hyundai Exter HX4 Plus AMT | Hyundai Exter HX6 | Hyundai Exter HX6 AMT | Hyundai Exter HX6 AMT DT | Hyundai Exter HX6 CNG | Hyundai Exter HX6 CNG DT | Hyundai Exter HX6 DT | Hyundai Exter HX8 | Hyundai Exter HX8 AMT | Hyundai Exter HX8 CNG,19,0,0,5000,0,5000,5000,0,,,,10000,10000,True,True,exchange_bonus: You can only choose one,high,True,"Cash Rs. 0 - | Exchange Rs. 0 You can only choose one | Scrappage Rs. 5,000 | Upgrade Rs. 0 - | Corporate/Rural Rs. 5,000 - | Total Rs. 10,000 Max discounts Petrol–Manual,Auto (All Variants) Discount Type Discount Notes (If applicable)"
Hyundai,Exter,hyundai,exter,v3cars,https://www.v3cars.com/hyundai-cars/exter/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,"Petrol–Manual,Auto (All Variants)",petrol_group,Hyundai Exter HX10 AMT | Hyundai Exter HX10 AMT DT | Hyundai Exter HX2 | Hyundai Exter HX3 | Hyundai Exter HX3 AMT | Hyundai Exter HX4 | Hyundai Exter HX4 Plus AMT | Hyundai Exter HX6 | Hyundai Exter HX6 AMT | Hyundai Exter HX6 AMT DT | Hyundai Exter HX6 DT | Hyundai Exter HX8 | Hyundai Exter HX8 AMT,13,20000,10000,15000,0,5000,5000,0,,,,40000,40000,True,True,exchange_bonus: You can only choose one | Total: Max discounts,high,True,"Petrol–Manual,Auto (All Variants) | Cash Rs. 20,000 - | Exchange Rs. 10,000 You can only choose one | Scrappage Rs. 15,000 | Upgrade Rs. 0 - | Corporate/Rural Rs. 5,000 - | Total Rs. 40,000 Max discounts"
Hyundai,Exter,hyundai,exter,v3cars,https://www.v3cars.com/hyundai-cars/exter/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,"Petrol–Manual,Auto/CNG–Manual (All S & CNG Variants)",cng_group,Hyundai Exter HX2 CNG | Hyundai Exter HX3 CNG | Hyundai Exter HX4 CNG | Hyundai Exter HX6 CNG | Hyundai Exter HX6 CNG DT | Hyundai Exter HX8 CNG,6,25000,10000,15000,0,0,0,0,,,,45000,40000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers,high,True,"Petrol–Manual,Auto/CNG–Manual (All S & CNG Variants) | Cash Rs. 25,000 - | Exchange Rs. 10,000 You can only choose one | Scrappage Rs. 15,000 | Upgrade Rs. 0 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers | Total Rs. 45,000 Max discounts Petrol–Manual,Auto/CNG–Manual (All SX & SX (O) Variants) Discount Type Discount Notes (If applicable)"
Hyundai,Exter,hyundai,exter,v3cars,https://www.v3cars.com/hyundai-cars/exter/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,"Petrol–Manual,Auto/CNG–Manual (All SX & SX (O) Variants)",cng_group,Hyundai Exter HX2 CNG | Hyundai Exter HX3 CNG | Hyundai Exter HX4 CNG | Hyundai Exter HX6 CNG | Hyundai Exter HX6 CNG DT | Hyundai Exter HX8 CNG,6,15000,10000,15000,0,0,0,0,,,,35000,30000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers | Total: Max discounts,high,True,"Petrol–Manual,Auto/CNG–Manual (All SX & SX (O) Variants) | Cash Rs. 15,000 - | Exchange Rs. 10,000 You can only choose one | Scrappage Rs. 15,000 | Upgrade Rs. 0 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers | Total Rs. 35,000 Max discounts"
Hyundai,Grand I10 Nios,hyundai,grand-i10-nios,v3cars,https://www.v3cars.com/hyundai-cars/grand-i10-nios/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,All variants,all_variants,Hyundai Grand i10 Nios Asta | Hyundai Grand i10 Nios Asta AMT | Hyundai Grand i10 Nios Asta VIBE Edition | Hyundai Grand i10 Nios Asta VIBE Edition AMT | Hyundai Grand i10 Nios Corporate | Hyundai Grand i10 Nios Corporate AMT | Hyundai Grand i10 Nios Era | Hyundai Grand i10 Nios Magna | Hyundai Grand i10 Nios Magna AMT | Hyundai Grand i10 Nios Magna CNG | Hyundai Grand i10 Nios Sportz | Hyundai Grand i10 Nios Sportz AMT | Hyundai Grand i10 Nios Sportz CNG | Hyundai Grand i10 Nios Sportz DT | Hyundai Grand i10 Nios Sportz Duo CNG | Hyundai Grand i10 Nios Sportz Opt | Hyundai Grand i10 Nios Sportz Opt AMT | Hyundai Grand i10 Nios Sportz Opt VIBE Edition AMT | Hyundai Grand i10 Nios Sportz VIBE Edition | Hyundai Grand i10 Nios Sportz VIBE Edition AMT,20,20000,5000,10000,0,0,0,0,,,,35000,30000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers,high,True,"Cash Rs. 20,000 - | Exchange Rs. 5,000 You can only choose one | Scrappage Rs. 10,000 | Upgrade Rs. 0 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers | Total Rs. 35,000 Max discounts Petrol–Manual,Auto (Other Variants) Discount Type Discount Notes (If applicable)"
Hyundai,Grand I10 Nios,hyundai,grand-i10-nios,v3cars,https://www.v3cars.com/hyundai-cars/grand-i10-nios/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,"Petrol–Manual,Auto (Other Variants)",petrol_group,Hyundai Grand i10 Nios Asta | Hyundai Grand i10 Nios Asta AMT | Hyundai Grand i10 Nios Asta VIBE Edition | Hyundai Grand i10 Nios Asta VIBE Edition AMT | Hyundai Grand i10 Nios Corporate | Hyundai Grand i10 Nios Corporate AMT | Hyundai Grand i10 Nios Era | Hyundai Grand i10 Nios Magna | Hyundai Grand i10 Nios Magna AMT | Hyundai Grand i10 Nios Sportz | Hyundai Grand i10 Nios Sportz AMT | Hyundai Grand i10 Nios Sportz DT | Hyundai Grand i10 Nios Sportz Opt | Hyundai Grand i10 Nios Sportz Opt AMT | Hyundai Grand i10 Nios Sportz Opt VIBE Edition AMT | Hyundai Grand i10 Nios Sportz VIBE Edition | Hyundai Grand i10 Nios Sportz VIBE Edition AMT,17,40000,15000,20000,15000,0,0,0,,,,80000,75000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers,high,True,"Petrol–Manual,Auto (Other Variants) | Cash Rs. 40,000 - | Exchange Rs. 15,000 You can only choose one | Scrappage Rs. 20,000 | Upgrade Rs. 15,000 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers | Total Rs. 80,000 Max discounts CNG–Manual (All Variants) Discount Type Discount Notes (If applicable)"
Hyundai,Grand I10 Nios,hyundai,grand-i10-nios,v3cars,https://www.v3cars.com/hyundai-cars/grand-i10-nios/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,CNG–Manual (All Variants),cng_group,Hyundai Grand i10 Nios Magna CNG | Hyundai Grand i10 Nios Sportz CNG | Hyundai Grand i10 Nios Sportz Duo CNG,3,35000,15000,20000,15000,0,0,0,,,,75000,70000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers | Total: Max discounts,high,True,"CNG–Manual (All Variants) | Cash Rs. 35,000 - | Exchange Rs. 15,000 You can only choose one | Scrappage Rs. 20,000 | Upgrade Rs. 15,000 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers | Total Rs. 75,000 Max discounts"
Hyundai,I20,hyundai,i20,v3cars,https://www.v3cars.com/hyundai-cars/i20/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,All variants,all_variants,Hyundai i20 Asta | Hyundai i20 Asta Opt | Hyundai i20 Asta Opt DT | Hyundai i20 Asta Opt IVT | Hyundai i20 Asta Opt IVT DT | Hyundai i20 Asta Opt iVT Knight | Hyundai i20 Era | Hyundai i20 Magna | Hyundai i20 Magna Executive | Hyundai i20 Magna IVT | Hyundai i20 Sportz | Hyundai i20 Sportz DT | Hyundai i20 Sportz IVT | Hyundai i20 Sportz Opt | Hyundai i20 Sportz Opt IVT | Hyundai i20 Sportz Opt Knight,16,0,15000,20000,0,0,0,0,,,,25000,20000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers,high,True,"Cash Rs. 0 - | Exchange Rs. 15,000 You can only choose one | Scrappage Rs. 20,000 | Upgrade Rs. 0 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers | Total Rs. 25,000 Max discounts I20 Petrol–Manual,Auto (All Other Variants) Discount Type Discount Notes (If applicable)"
Hyundai,I20,hyundai,i20,v3cars,https://www.v3cars.com/hyundai-cars/i20/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,"Petrol–Manual,Auto (All Other Variants)",petrol_group,Hyundai i20 Asta | Hyundai i20 Asta Opt | Hyundai i20 Asta Opt DT | Hyundai i20 Asta Opt IVT | Hyundai i20 Asta Opt IVT DT | Hyundai i20 Asta Opt iVT Knight | Hyundai i20 Era | Hyundai i20 Magna | Hyundai i20 Magna Executive | Hyundai i20 Magna IVT | Hyundai i20 Sportz | Hyundai i20 Sportz DT | Hyundai i20 Sportz IVT | Hyundai i20 Sportz Opt | Hyundai i20 Sportz Opt IVT | Hyundai i20 Sportz Opt Knight,16,25000,15000,20000,15000,0,0,0,,,,65000,60000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers for N Line | Total: Max discounts,high,True,"Petrol–Manual,Auto (All Other Variants) | Cash Rs. 25,000 - | Exchange Rs. 15,000 You can only choose one | Scrappage Rs. 20,000 | Upgrade Rs. 15,000 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers Rs. 0 for N Line | Total Rs. 65,000 Max discounts"
Hyundai,Venue,hyundai,venue,v3cars,https://www.v3cars.com/hyundai-cars/venue/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,MAY 2026 All Variants,all_variants,Hyundai Venue HX 10 Diesel AT | Hyundai Venue HX 10 Diesel AT Dual Tone | Hyundai Venue HX 10 Knight Turbo DCT | Hyundai Venue HX 10 Turbo DCT | Hyundai Venue HX 10 Turbo DCT Dual Tone | Hyundai Venue HX 2 | Hyundai Venue HX 2 Diesel | Hyundai Venue HX 2 Turbo | Hyundai Venue HX 4 | Hyundai Venue HX 5 | Hyundai Venue HX 5 Diesel | Hyundai Venue HX 5 Diesel AT | Hyundai Venue HX 5 Knight | Hyundai Venue HX 5 Knight Diesel | Hyundai Venue HX 5 Plus | Hyundai Venue HX 5 Plus Dual Tone | Hyundai Venue HX 5 Turbo | Hyundai Venue HX 5 Turbo DCT | Hyundai Venue HX 6 | Hyundai Venue HX 6 Dual Tone | Hyundai Venue HX 6 Turbo DCT | Hyundai Venue HX 6 Turbo DCT DT | Hyundai Venue HX 6T | Hyundai Venue HX 6T Dual Tone | Hyundai Venue HX 6T Knight | Hyundai Venue HX 7 Diesel | Hyundai Venue HX 7 Diesel Dual Tone | Hyundai Venue HX 8 Diesel AT | Hyundai Venue HX 8 Diesel AT Dual Tone | Hyundai Venue HX 8 Knight Diesel AT | Hyundai Venue HX 8 Turbo | Hyundai Venue HX 8 Turbo DCT | Hyundai Venue HX 8 Turbo DCT Dual Tone | Hyundai Venue HX 8 Turbo Dual Tone,34,0,0,5000,0,0,0,0,,,,5000,5000,True,True,exchange_bonus: You can only choose one | Total: Max discounts,high,True,"MAY 2026 All Variants | Cash Rs. 0 - | Exchange Rs. 0 You can only choose one | Scrappage Rs. 5,000 | Upgrade Rs. 0 - | Corporate/Rural Rs. 0 - | Total Rs. 5,000 Max discounts"
Hyundai,Verna,hyundai,verna,v3cars,https://www.v3cars.com/hyundai-cars/verna/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,MAY 2026 New Verna All Variants,all_variants,Hyundai Verna HX10 iVT | Hyundai Verna HX10 iVT DT | Hyundai Verna HX10 Turbo DCT | Hyundai Verna HX10 Turbo DCT DT | Hyundai Verna HX2 | Hyundai Verna HX4 | Hyundai Verna HX6 | Hyundai Verna HX6 DT | Hyundai Verna HX6 iVT | Hyundai Verna HX6 iVT DT | Hyundai Verna HX6 Plus | Hyundai Verna HX6 Plus DT | Hyundai Verna HX6 Plus iVT | Hyundai Verna HX6 Plus iVT DT | Hyundai Verna HX8 | Hyundai Verna HX8 DT | Hyundai Verna HX8 iVT | Hyundai Verna HX8 iVT DT | Hyundai Verna HX8 Turbo | Hyundai Verna HX8 Turbo DCT | Hyundai Verna HX8 Turbo DCT DT | Hyundai Verna HX8 Turbo DT,22,10000,20000,25000,10000,0,0,0,,,,55000,45000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only for | Corporate/Rural: Customers | Total: Max discounts,high,True,"MAY 2026 New Verna All Variants | Cash Rs. 10,000 - | Exchange Rs. 20,000 You can only choose one | Scrappage Rs. 25,000 | Upgrade Rs. 10,000 - | Corporate/Rural Rs. 10,000 Only for | Corporate Customers | Total Rs. 55,000 Max discounts"
Hyundai,Verna,hyundai,verna,v3cars,https://www.v3cars.com/hyundai-cars/verna/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,MAY 2026 All Manual Variants,variant_group_unmatched,,0,25000,15000,20000,15000,3000,10000,0,,,,70000,70000,True,True,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for Government Customers | Total: Rs.,high,True,"MAY 2026 All Manual Variants | Cash Rs. 25,000 - | Exchange Rs. 15,000 You can only choose one | Scrappage Rs. 20,000 | Upgrade Rs. 15,000 - | Corporate/Rural Rs. 10,000 Only 3000 for Government Customers | Total Rs."
Hyundai,Verna,hyundai,verna,v3cars,https://www.v3cars.com/hyundai-cars/verna/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,All variants,all_variants,Hyundai Verna HX10 iVT | Hyundai Verna HX10 iVT DT | Hyundai Verna HX10 Turbo DCT | Hyundai Verna HX10 Turbo DCT DT | Hyundai Verna HX2 | Hyundai Verna HX4 | Hyundai Verna HX6 | Hyundai Verna HX6 DT | Hyundai Verna HX6 iVT | Hyundai Verna HX6 iVT DT | Hyundai Verna HX6 Plus | Hyundai Verna HX6 Plus DT | Hyundai Verna HX6 Plus iVT | Hyundai Verna HX6 Plus iVT DT | Hyundai Verna HX8 | Hyundai Verna HX8 DT | Hyundai Verna HX8 iVT | Hyundai Verna HX8 iVT DT | Hyundai Verna HX8 Turbo | Hyundai Verna HX8 Turbo DCT | Hyundai Verna HX8 Turbo DCT DT | Hyundai Verna HX8 Turbo DT,22,50000,15000,20000,15000,3000,10000,0,,,,95000,95000,True,True,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for Government Customers | Total: Max discounts,high,True,"Cash Rs. 50,000 - | Exchange Rs. 15,000 You can only choose one | Scrappage Rs. 20,000 | Upgrade Rs. 15,000 - | Corporate/Rural Rs. 10,000 Only 3000 for Government Customers | Total Rs. 95,000 Max discounts"
Hyundai,Creta N Line,hyundai,creta-n-line,v3cars_inherited,https://www.v3cars.com/hyundai-cars/creta/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,Inherited from Creta highest V3Cars petrol/all-variants row,inherited_model,Hyundai Creta N Line N10 | Hyundai Creta N Line N10 DCT | Hyundai Creta N Line N10 DCT Dual Tone | Hyundai Creta N Line N10 Dual Tone | Hyundai Creta N Line N8 DCT | Hyundai Creta N Line N8 DCT Dual Tone,6,20000,30000,50000,30000,0,0,0,,,,105000,100000,True,False,exchange_bonus: You can only choose one | Corporate/Rural: Only for | Corporate/Rural: Customers | Inherited because live V3Cars May 2026 Creta table includes N-Line in the high-benefit petrol/all-variants row. Dealer confirmation required.,high_inherited,True,"Petrol–Manual,Auto (All Variants) Incl. N Line | Cash Rs. 20,000 - | Exchange Rs. 30,000 You can only choose one | Scrappage Rs. 50,000 | Upgrade Rs. 30,000 - | Corporate/Rural Rs. 5,000 Only for | Rural Customers | Total Rs. 1,05,000 Max discounts Diesel–Manual,Auto (All Variants) Discount Type Discount Notes (If applicable)"
Hyundai,I20 N Line,hyundai,i20-n-line,v3cars_inherited,https://www.v3cars.com/hyundai-cars/i20/offers-discounts,5,2026,May 2026,5,2026,May 2026,current,Inherited from i20 row; corporate/rural forced to 0 for N Line,inherited_model,Hyundai i20 N-Line N6 | Hyundai i20 N-Line N6 DCT | Hyundai i20 N-Line N6 DCT Dual Tone | Hyundai i20 N-Line N6 Dual Tone | Hyundai i20 N-Line N8 | Hyundai i20 N-Line N8 DCT | Hyundai i20 N-Line N8 DCT Dual Tone | Hyundai i20 N-Line N8 Dual Tone,8,25000,15000,20000,15000,0,0,0,,,,60000,60000,True,True,exchange_bonus: You can only choose one | Corporate/Rural: Only 3000 for | Corporate/Rural: /Gov Customers for N Line | Total: Max discounts | Inherited because i20 V3Cars row references N Line corporate/rural as Rs. 0. Corporate and rural benefits forced to 0. Dealer confirmation required.,medium_inherited,True,"Petrol–Manual,Auto (All Other Variants) | Cash Rs. 25,000 - | Exchange Rs. 15,000 You can only choose one | Scrappage Rs. 20,000 | Upgrade Rs. 15,000 - | Corporate/Rural Rs. 5,000 Only 3000 for | Corporate/Gov Customers Rs. 0 for N Line | Total Rs. 65,000 Max discounts"
